session_id,network_packet_size,login_attempts,ip_reputation_score,failed_logins,unusual_time_access,session_duration_log,protocol_type_TCP,protocol_type_UDP,encryption_used_DES,encryption_used_None,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown,attack_detected
0,-0.7544945910942024,2.0094104918948945,-1.1761920139539273,-1.4690186739982136,0,-0.8108601590602916,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0,-0.3093509774808249,0.9955023236061724,1.1396059100990825,-0.5008844612456781,0,-0.6469858220753038,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,-0.5394252047416717,0.4885482394618113,-0.6472273221055015,-1.4690186739982136,0,0.4660822221614666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0,-0.24933161384756053,-0.5253599288269108,-1.5809900644063672,-1.4690186739982136,0,-1.225227750569779,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,0.6909717497402481,0.4885482394618113,-1.0774562474804963,0.46724975150685744,0,0.12776141796564672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0,0.4358894542988745,-0.018405844682549747,-0.5827670537324495,-0.5008844612456781,0,1.1309596894089242,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,0.6859701361041428,0.9955023236061724,0.3899359643374795,0.46724975150685744,0,0.6933981035616096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5659314088376141,0.9955023236061724,-0.16904557736616524,0.46724975150685744,0,0.34044357464104075,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0,-0.18431063657819077,2.5163645760392557,-1.0702021742818721,-1.4690186739982136,0,0.18713724116739097,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0.03576036341044529,-1.539268097115633,-0.3347565398596853,1.4353839642593929,0,0.5269822410268951,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,-0.1242912729449264,-1.539268097115633,0.7176644785676949,1.4353839642593929,0,0.8903031290302902,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
0,-0.6144494092832522,-0.5253599288269108,-0.5713567256692788,1.4353839642593929,0,0.040377935051593324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,1.2111395678952062,-0.5253599288269108,-0.05787972109273322,1.4353839642593929,0,0.17667205544362036,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,-0.21932193203092834,0.9955023236061724,1.4307750352458724,1.4353839642593929,0,0.4849302634477444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,-2.1699512501120206,0.9955023236061724,1.0229904288139267,-0.5008844612456781,0,1.3238057818528415,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0,-0.1242912729449264,-0.5253599288269108,-0.2437768569673788,-0.5008844612456781,0,-0.9340353284999102,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0,-1.2446527274325283,-0.5253599288269108,-0.9201539108884985,0.46724975150685744,0,1.6294221647079163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.3258539543045565,0.4885482394618113,0.28823894492557856,-0.5008844612456781,1,0.9368558902445142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.19081038612971163,-0.018405844682549747,2.007844216606582,-0.5008844612456781,1,-0.04801508801987795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0.3358571815767672,-0.018405844682549747,-1.1733752474966666,-1.4690186739982136,0,0.912326342281246,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,-0.5994445683749361,0.4885482394618113,-0.27591837187947127,0.46724975150685744,0,0.23306578404570588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.9010395224566735,0.4885482394618113,0.7296122521406108,-1.4690186739982136,0,0.5036279643070646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1.2211427951674168,-0.018405844682549747,-1.535673141948633,-0.5008844612456781,0,1.2301720123448763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,-1.5097382501461125,-1.539268097115633,0.2117994429707746,0.46724975150685744,0,-0.46441400765218793,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0,-0.24433000021145515,-1.0323140129712718,2.527767258089965,-0.5008844612456781,1,0.9546132163372368,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0,1.0810976133564667,-1.0323140129712718,-1.650460664335967,-0.5008844612456781,0,-0.7769156964715906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.620949158834773,0.4885482394618113,-1.612922963371509,1.4353839642593929,0,0.6722592147068237,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0,1.0260798633593076,0.4885482394618113,-0.7086807210930528,-0.5008844612456781,0,-0.19914704141611342,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
