session_id,network_packet_size,login_attempts,ip_reputation_score,failed_logins,unusual_time_access,session_duration_log,protocol_type_TCP,protocol_type_UDP,encryption_used_DES,encryption_used_None,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown,attack_detected
0,-1.9098673410345417,-1.0323140129712718,0.5432457090755899,-1.4690186739982136,0,-1.1359990782642881,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0,-1.5147398637822178,-0.018405844682549747,-1.2670928105482184,-1.4690186739982136,0,1.2085199917593583,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,0.8410201588234091,-1.0323140129712718,0.6367777110194726,0.46724975150685744,0,-0.7311220871224628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.2108168406741331,-1.0323140129712718,-0.5714851319114552,0.46724975150685744,0,-0.9785614318586032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1.2011363406229953,-1.0323140129712718,1.817061069162326,0.46724975150685744,1,0.7958861135346539,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
0,-1.214643045615896,-1.539268097115633,-0.8382645717114152,0.46724975150685744,0,0.3382436844047593,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0,-0.064271909311662,0.4885482394618113,-0.9991487390673675,-1.4690186739982136,0,0.7180126099865153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,-0.064271909311662,-0.018405844682549747,-1.3657242749798912,0.46724975150685744,0,0.1568359089611049,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.8010072497345662,-0.5253599288269108,0.5140949910914824,-0.5008844612456781,0,-0.17708168523705414,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0,-0.5794381138305146,0.9955023236061724,1.2391360874796185,-0.5008844612456781,0,0.1663559319726784,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,-0.24433000021145515,0.9955023236061724,-1.473341219454747,1.4353839642593929,0,1.3138177655274352,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0,-0.38937679565851074,-1.539268097115633,0.4740293048523439,0.46724975150685744,0,0.9235733865736825,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,-0.19931547748650688,-1.539268097115633,-0.8757592840027807,1.4353839642593929,0,0.7756617130025952,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,1.5862605906031084,-0.018405844682549747,-0.08062672169002151,0.46724975150685744,0,-0.04514676723004694,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0,1.6312751133280567,0.9955023236061724,-0.20669817322305112,0.46724975150685744,0,-2.1309969621731373,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0,-1.19963820470758,0.4885482394618113,0.31664413664500285,1.4353839642593929,0,0.1128341122622461,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,0.23082329521855455,-0.5253599288269108,0.28908112638092903,1.4353839642593929,0,0.4928746838090919,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0,0.510913658840455,-0.018405844682549747,-1.051188262307712,-0.5008844612456781,0,0.22026575123441322,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0,1.5712557496947923,-0.018405844682549747,-1.3809314614325965,1.4353839642593929,1,-0.32042304097591395,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0,-2.0299060683010706,-1.539268097115633,-0.2319234160461531,2.4035181770119283,0,-0.46228829067535543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,-0.9295510683578901,0.4885482394618113,0.3433026042757263,0.46724975150685744,1,-0.01901910687568606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,-0.7444913638219917,0.9955023236061724,-1.2095710830317443,0.46724975150685744,0,1.3332435805345055,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,1.156121817898047,-0.5253599288269108,1.7758960582430867,-1.4690186739982136,0,0.03809592138067548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,-1.1096091592576833,-1.0323140129712718,-0.028434960526287273,0.46724975150685744,0,0.12968273066235592,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,-0.08427836385608348,-0.5253599288269108,-1.041494132725037,-1.4690186739982136,0,0.2582734005796697,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,0.4809039770238228,0.4885482394618113,1.1630416524527647,1.4353839642593929,0,0.992724996178786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0.8060088633706716,-1.0323140129712718,-0.38639930230471375,1.4353839642593929,0,-0.3812994422480332,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,-1.2846656365213711,0.4885482394618113,0.0027065891952754635,1.4353839642593929,1,0.23834917262609787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,2.1314364769385934,0.9955023236061724,-0.24827390699962468,0.46724975150685744,0,1.0381491019837874,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,-0.2543332274836659,-1.539268097115633,-0.9686440126422686,0.46724975150685744,0,-1.2078649167864843,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0,-2.1649496364759155,0.4885482394618113,2.868235828640912,1.4353839642593929,0,-1.6519272914776022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0.3208523406684511,-1.539268097115633,-1.1090968915402155,0.46724975150685744,0,-1.3096342931354246,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0,-0.5644332729221986,-1.0323140129712718,1.9513881300624614,-0.5008844612456781,0,-0.8066552361470256,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,0.44589268157108525,0.4885482394618113,0.6944470058708521,0.46724975150685744,0,-0.3889444654928696,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
