network_packet_size,login_attempts,ip_reputation_score,failed_logins,unusual_time_access,session_duration_log,protocol_type_TCP,protocol_type_UDP,encryption_used_DES,encryption_used_None,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown,attack_detected
1.429504683822208,-1.0352417342263842,-0.16462803403440263,0.4664003253859165,0,0.745809906179054,False,True,False,True,True,False,False,False,0
1.192572457435743,-0.016345922119364028,2.3822319824985843,0.4664003253859165,0,-1.6698765743299853,True,False,False,False,False,False,False,False,1
-0.6625564640582821,-0.016345922119364028,-0.19867318115442434,-1.4679592759211006,0,-0.6753269375330485,True,False,False,False,False,False,False,False,1
-1.489298700811054,-0.5257938281728741,-1.0861253570984652,1.4335801260394252,0,-0.4526377610030036,True,False,False,False,False,True,False,False,1
0.47169355587692346,-0.016345922119364028,-1.3579575351805477,1.4335801260394252,0,-1.0933458932233973,True,False,False,True,False,False,False,False,1
-1.1565853616300605,-0.5257938281728741,-1.3827458947184113,1.4335801260394252,0,0.30878999968717735,False,False,True,False,False,False,False,False,1
1.1472024566383348,1.5119977960411664,0.3590920868057119,-0.500779475267592,0,0.8322977212804178,True,False,False,False,False,False,False,False,1
-0.8742831344461871,-0.016345922119364028,1.0808899044244407,0.4664003253859165,0,-0.13712275364218934,True,False,False,False,False,False,False,False,0
0.0684046598999615,-1.0352417342263842,0.20375908785039387,0.4664003253859165,0,-1.149408856858663,True,False,False,False,False,True,False,False,1
0.35070688708383485,-1.0352417342263842,0.06308251798918307,1.4335801260394252,1,-0.6662499671184765,True,False,True,False,False,False,False,True,1
-0.18365090008563972,-0.5257938281728741,-1.2703432907149286,0.4664003253859165,0,1.2700580274589564,True,False,False,False,False,False,False,False,0
-0.4004186816732568,1.5119977960411664,1.425025317061794,-1.4679592759211006,0,-0.07205746847191655,True,False,False,False,True,False,False,False,1
1.8529580245980182,-0.5257938281728741,-1.1908126129920111,-0.500779475267592,0,0.7819839608430741,True,False,True,False,True,False,False,False,0
0.2297202182907463,-0.5257938281728741,0.30306405202888664,-0.500779475267592,0,0.5550154789077255,True,False,True,False,False,False,False,False,0
1.7118069110060816,-1.0352417342263842,-0.08204741334430334,-1.4679592759211006,1,0.971604442048661,True,False,False,False,False,False,False,True,0
-0.3852953480741207,-0.5257938281728741,-0.49905947978901516,2.400759926692934,1,-1.786270338544717,True,False,False,False,False,False,False,False,1
-0.5818986848628896,-1.0352417342263842,1.9462273102041714,-0.500779475267592,0,-0.814883726362805,True,False,True,False,False,True,False,False,1
-0.29455534647930426,1.0025498899876562,-0.4533635375080247,-0.500779475267592,0,0.13592718877785762,True,False,True,False,False,False,False,True,1
0.6985435598639645,-0.016345922119364028,-0.8578324584966882,-0.500779475267592,0,-0.29570886280766556,False,True,True,False,True,False,False,False,1
-0.20381534488448783,-1.5446896402798944,-0.13602702035864644,0.4664003253859165,0,0.23189972209330667,True,False,False,False,True,False,False,False,0
0.582598002270588,-0.016345922119364028,1.6558685697671014,-1.4679592759211006,0,1.4228013910185355,True,False,True,False,False,False,True,False,1
-0.12819867688880746,2.0214457020946766,0.6319879658955895,-0.500779475267592,0,-1.8721376667123308,False,True,False,False,False,False,False,False,1
-0.7079264648556903,-0.016345922119364028,0.13960452601857495,0.4664003253859165,0,0.07758542498772283,False,True,False,False,True,False,False,False,0
-0.16852756648650366,-0.5257938281728741,0.1299179006715567,0.4664003253859165,0,-2.9732370223229383,True,False,True,False,False,True,False,False,0
-0.027376452894566965,-0.5257938281728741,0.22184542542910218,1.4335801260394252,0,1.2020798238525188,False,True,False,True,False,False,False,False,1
-0.6171864632608739,0.4931019839341461,-0.0521051053221239,-0.500779475267592,0,0.485052496922953,True,False,False,False,True,False,False,False,0
-0.849077578447627,-0.5257938281728741,-0.7781789965805216,0.4664003253859165,0,-0.06132817611824638,True,False,True,False,False,False,False,False,0
0.07344577109967353,0.4931019839341461,0.20743921764421447,-0.500779475267592,0,-0.051127382978673086,True,False,False,False,False,False,False,True,1
-0.37521312567469667,0.4931019839341461,-1.4249465653605247,-0.500779475267592,0,0.41913640848716816,True,False,False,True,False,True,False,False,0
0.12385688309679377,-1.5446896402798944,-1.6864520161880625,-0.500779475267592,0,-1.1124174386444559,True,False,False,False,False,False,False,True,0
1.2278602358337272,0.4931019839341461,-0.016138240102609336,-0.500779475267592,0,0.19997063698583495,True,False,True,False,False,False,False,False,0
-1.8320942623914718,1.5119977960411664,-0.9930420393058325,-0.500779475267592,0,0.43407553686458766,True,False,False,False,True,False,False,False,1
0.6884613374645405,1.5119977960411664,-1.1712751010260753,-0.500779475267592,0,-0.5007208115073102,True,False,False,True,False,False,False,False,1
-0.06770534249226316,1.0025498899876562,0.485697785520058,-1.4679592759211006,0,-1.1662783400005265,True,False,False,False,False,True,False,False,0
1.9084102477948506,-0.016345922119364028,1.28806855010798,1.4335801260394252,0,-0.18341115172509717,False,True,False,False,False,False,False,False,1
-1.2120375848268927,1.0025498899876562,1.1791019786678985,-0.500779475267592,0,0.4193489427309509,False,True,False,False,False,False,False,False,0
0.7086257822633886,0.4931019839341461,1.321620367236093,0.4664003253859165,1,0.30334265398887955,True,False,False,False,False,True,False,False,0
0.47169355587692346,-0.5257938281728741,0.4309411860074262,2.400759926692934,0,-1.2396381899411513,True,False,False,False,False,False,False,False,1
-0.37017201447498466,-1.0352417342263842,-0.18129443527519518,2.400759926692934,0,-1.1643531063178099,True,False,True,False,True,False,False,False,1
-2.094232044776497,1.0025498899876562,0.37279392949906287,2.400759926692934,0,-1.8204448636193318,False,True,False,False,False,False,False,False,1
